topic,score,sentence,split,sentence_id,sentence_name,video_id,video_name,start,end,matches,source_file,row_number
PLEASE,47,Please watch our next segment on removing the front tire.,train,1H55083VyWI_14,1H55083VyWI_14-8-rgb_front,1H55083VyWI,1H55083VyWI-8-rgb_front,110.19,112.16,please,how2sign_train.csv,8794
PLEASE,43,"I'm your host Janice Willby, and please, let us know who you are.",train,eBrlZcccILg_3,eBrlZcccILg_3-3-rgb_front,eBrlZcccILg,eBrlZcccILg-3-rgb_front,8.15,11.98,please,how2sign_train.csv,29874
PLEASE,41,"Please join me again, next time, for all of my other videos.",train,d0HkysFvGRU_23,d0HkysFvGRU_23-5-rgb_front,d0HkysFvGRU,d0HkysFvGRU-5-rgb_front,102.94,105.2,please,how2sign_train.csv,28904
PLEASE,40,"Well, if I take the coin, place the coin into my hand, could I have you blow on it please?",train,aSbwWmqTOzc_4,aSbwWmqTOzc_4-8-rgb_front,aSbwWmqTOzc,aSbwWmqTOzc-8-rgb_front,9.46,13.98,please,how2sign_train.csv,25683
PLEASE,39,And you want to take some pins and go ahead and pin it in please.,train,21PbS6wnHtY_9,21PbS6wnHtY_9-5-rgb_front,21PbS6wnHtY,21PbS6wnHtY-5-rgb_front,47.53,51.38,please,how2sign_train.csv,14966
PLEASE,39,"For more questions on backstroke and backstroke flip turns, please contact your local swimming expert.",train,Bt24OQG3gHA_6,Bt24OQG3gHA_6-3-rgb_front,Bt24OQG3gHA,Bt24OQG3gHA-3-rgb_front,62.22,67.69,please,how2sign_train.csv,20330
PLEASE,37,Please don't work with people that do not have experience with transactions.,train,0FrdEk0KBzg_10,0FrdEk0KBzg_10-1-rgb_front,0FrdEk0KBzg,0FrdEk0KBzg-1-rgb_front,81.24,86.42,please,how2sign_train.csv,4245
PLEASE,37,Please watch our next segment and we'll cover installing the pads part 2.,train,1Rvc-TbUBJ0_21,1Rvc-TbUBJ0_21-5-rgb_front,1Rvc-TbUBJ0,1Rvc-TbUBJ0-5-rgb_front,127.75,131.64,please,how2sign_train.csv,9964
PLEASE,37,Please watch our next segment on the part two of jacking the vehicle.,train,0tbwqARWKw8_27,0tbwqARWKw8_27-4-rgb_front,0tbwqARWKw8,0tbwqARWKw8-4-rgb_front,224.86,227.89,please,how2sign_train.csv,5345
PLEASE,36,"So please, books are a treasure and handle them and show that you care and they are your treasure.",train,1lbhXfsU8DU_13,1lbhXfsU8DU_13-8-rgb_front,1lbhXfsU8DU,1lbhXfsU8DU-8-rgb_front,85.95,92.55,please,how2sign_train.csv,13129
PLEASE,30,I find references to be extremely valuable and I also take a lot of time to call my references and let them know that I am going to be using them as a reference and that if someone calls them to please call me so I know that the person you are giving your resume to is generally interested in you.,train,23ZHgjVq8qM_21,23ZHgjVq8qM_21-5-rgb_front,23ZHgjVq8qM,23ZHgjVq8qM-5-rgb_front,143.48,159.92,please,how2sign_train.csv,15217
PLEASE,28,"And once you've booked your massage, and the day of it, what you want to do is make sure you drink plenty of water before you go, and also you might want to rinse off if you've been out running around a lot, or you're really dirty, please don't go get your massage when you're dirty, because that's kind of gross, so make sure your feet are clean, so they can rub them like you want them rubbed.",train,DV0RkzXMDQc_2,DV0RkzXMDQc_2-5-rgb_front,DV0RkzXMDQc,DV0RkzXMDQc-5-rgb_front,19.96,39.74,please,how2sign_train.csv,22127
PLEASE,26,"And once you get on the table, the best thing you want to do is just relax, take a lot of deep breaths and just breathe into it, and know that if your therapist is doing too much, and it's hurting you, it is your massage, and you do have the right to speak up, and say that's too much, please lighten up your pressure.",train,DV0RkzXMDQc_5,DV0RkzXMDQc_5-5-rgb_front,DV0RkzXMDQc,DV0RkzXMDQc-5-rgb_front,69.22,86.35,please,how2sign_train.csv,22130
PLEASE,22,It's best that you consult a dietitian or you can contact me on my website www.lifestillnutrition .com or please consult your physician.,train,1EYhtLj97b8_7,1EYhtLj97b8_7-5-rgb_front,1EYhtLj97b8,1EYhtLj97b8-5-rgb_front,60.87,69.27,please,how2sign_train.csv,8495
PLEASE,22,"Now I have to warn you that if you have a little bit of difficulty with this move, please refer to the Shoulder Elevation and Depression either with the hands by the side, or the hands in front, the arms in front before you temp this if it's a little bit challenging for you.",train,-e9uexlpA4g_2,-e9uexlpA4g_2-5-rgb_front,-e9uexlpA4g,-e9uexlpA4g-5-rgb_front,12.3,24.56,please,how2sign_train.csv,1878
PLEASE,20,"If your getting the same sit you like the fabric you can reuse the fabric but please destroy the hardness straps, try to destroy the sit as best as possible and we also ask that you get a sharpie and mark the sit in crash do not use.",train,eflyfJi9EVQ_4,eflyfJi9EVQ_4-8-rgb_front,eflyfJi9EVQ,eflyfJi9EVQ-8-rgb_front,32.86,46.28,please,how2sign_train.csv,30404
PLEASE,18,"I found that out many, many years ago as a college professor when I used to try to please all of my students.",validation,eahjYz2685g_3,eahjYz2685g_3-8-rgb_front,eahjYz2685g,eahjYz2685g-8-rgb_front,26.28,33.64,please,best_beginner_test_validation.csv,50
PLEASE,18,"That is something that you don't want to do, so please make sure when you're in the process of your actual audition, you just keep going.",train,2lxxViTXhMs_6,2lxxViTXhMs_6-5-rgb_front,2lxxViTXhMs,2lxxViTXhMs-5-rgb_front,53.39,62.15,please,how2sign_train.csv,16034
PLEASE,18,"If you need some assistance, please use somebody to help you, if you're a little nervous or if you get sick going backwards, cause sometimes that can happen too.",train,0-vrO9sZ5ow_5,0-vrO9sZ5ow_5-5-rgb_front,0-vrO9sZ5ow,0-vrO9sZ5ow-5-rgb_front,21.14,29.19,please,how2sign_train.csv,2308
PLEASE,18,"If you're not sure if your piercing is infected or not, please visit your local professional body piercer and they will be able to tell you if it is truly infected or just going through the normal healing process.",train,EeVXp0hN3qY_9,EeVXp0hN3qY_9-5-rgb_front,EeVXp0hN3qY,EeVXp0hN3qY-5-rgb_front,55.48,70.17,please,how2sign_train.csv,23638
PLEASE,14,"Another suggestion is we have Oscar fish which can get up to two feet in length, please do not put this on your commode.",train,43zfrZ1Zh2w_22,43zfrZ1Zh2w_22-8-rgb_front,43zfrZ1Zh2w,43zfrZ1Zh2w-8-rgb_front,121.4,128.95,please,how2sign_train.csv,17731
PLEASE,14,"want to check in and if you're not sure, if you get oil and you've had it for a little bit of time, please smell it first.",train,2LmjgQZmc64_11,2LmjgQZmc64_11-8-rgb_front,2LmjgQZmc64,2LmjgQZmc64-8-rgb_front,43.74,49.48,please,how2sign_train.csv,15607
PLEASE,14,"Now another important thing for you to remember, and this is going to be a little difficult, because we all tend to like to please people, we all tend to like accolades and praise.",validation,eahjYz2685g_0,eahjYz2685g_0-8-rgb_front,eahjYz2685g,eahjYz2685g-8-rgb_front,0.67,13.0,please,best_beginner_test_validation.csv,51
PLEASE,12,"Okay, so please watch our first segment, we'll cover the different types of automotive chains and go through their uses and applications.",train,dewJbotk9UM_8,dewJbotk9UM_8-8-rgb_front,dewJbotk9UM,dewJbotk9UM-8-rgb_front,58.09,63.76,please,how2sign_train.csv,29400
PLEASE,12,"This bubble you've created end, twist it in there for a fairly quick and easy flower that's likely to please anyone's girlfriend.",train,CQsuwAS9zJk_12,CQsuwAS9zJk_12-8-rgb_front,CQsuwAS9zJk,CQsuwAS9zJk-8-rgb_front,77.9,87.42,please,how2sign_train.csv,20830
PLEASE,12,"So, please put this big fish in a trash bag, seal the trash bag and put it in the trash can for proper disposable.",train,43zfrZ1Zh2w_24,43zfrZ1Zh2w_24-8-rgb_front,43zfrZ1Zh2w,43zfrZ1Zh2w-8-rgb_front,137.97,145.13,please,how2sign_train.csv,17733
HELP,61,Faith is going to help me demonstrate that now.,train,1RgGCJ0hw6k_1,1RgGCJ0hw6k_1-5-rgb_front,1RgGCJ0hw6k,1RgGCJ0hw6k-5-rgb_front,11.08,13.14,help me,how2sign_train.csv,9923
HELP,61,"So, Faith is going to help me demonstrate Dandasana.",train,beVJrP2hs8o_2,beVJrP2hs8o_2-4-rgb_front,beVJrP2hs8o,beVJrP2hs8o-4-rgb_front,22.85,26.32,help me,how2sign_train.csv,27108
HELP,61,Willy is going to help me demonstrate the Yoga Kiss.,train,a6BASjKKw1U_3,a6BASjKKw1U_3-5-rgb_front,a6BASjKKw1U,a6BASjKKw1U-5-rgb_front,6.62,9.47,help me,how2sign_train.csv,25113
HELP,55,I'm going to be using my assistant to help me out.,train,0HrO1O6B2dg_1,0HrO1O6B2dg_1-5-rgb_front,0HrO1O6B2dg,0HrO1O6B2dg-5-rgb_front,5.85,8.08,help me,how2sign_train.csv,4529
HELP,55,I'm going to be using my assistant to help me out.,train,F3OMfGoPZxo_1,F3OMfGoPZxo_1-8-rgb_front,F3OMfGoPZxo,F3OMfGoPZxo-8-rgb_front,5.85,8.02,help me,how2sign_train.csv,24081
HELP,51,This is April and she's going to help me demonstrate the pose.,train,DUf34jVJjeY_3,DUf34jVJjeY_3-8-rgb_front,DUf34jVJjeY,DUf34jVJjeY-8-rgb_front,11.91,14.55,help me,how2sign_train.csv,22110
HELP,51,Faith is going to help me show the split bow in this clip.,train,bEAy71HZC9M_2,bEAy71HZC9M_2-1-rgb_front,bEAy71HZC9M,bEAy71HZC9M-1-rgb_front,5.14,8.06,help me,how2sign_train.csv,26572
HELP,51,"So, Faith is going to help me demonstrate Bakasana, or the crane balance.",train,aUBQCNegrYc_2,aUBQCNegrYc_2-1-rgb_front,aUBQCNegrYc,aUBQCNegrYc-1-rgb_front,10.87,15.25,help me,how2sign_train.csv,25714
HELP,50,What I'm going to do with my arms is what's going to help me spin a little faster.,validation,-g0iPSnQt6w_10,-g0iPSnQt6w_10-1-rgb_front,-g0iPSnQt6w,-g0iPSnQt6w-1-rgb_front,54.45,57.85,help me,best_beginner_test_validation.csv,66
HELP,48,"A lot of stress right now, so I think just whatever that will help me relax.",validation,cw5evdziBB4_20,cw5evdziBB4_20-8-rgb_front,cw5evdziBB4,cw5evdziBB4-8-rgb_front,79.68,85.12,help me,best_beginner_test_validation.csv,65
HELP,38,So I'm going to get in my golf position and as I swing I am going to let the shot go as hard as I can and that is really going to help me develop the habit of throwing my weight.,train,-08ZGCviCm4_6,-08ZGCviCm4_6-5-rgb_front,-08ZGCviCm4,-08ZGCviCm4-5-rgb_front,53.8,64.15,help me,how2sign_train.csv,90
HELP,32,"That's really going to help me, because when I am going to be serving I am going to be serving with two balls, because you have a first serve and a second serve.",train,dH0pIsPTIug_15,dH0pIsPTIug_15-8-rgb_front,dH0pIsPTIug,dH0pIsPTIug-8-rgb_front,85.41,92.9,help me,how2sign_train.csv,29047
HELP,28,So then I want to use the wind to actually help me walk back up this little training slope we have here.,train,1RKo1xJauj4_14,1RKo1xJauj4_14-5-rgb_front,1RKo1xJauj4,1RKo1xJauj4-5-rgb_front,52.16,63.28,help me,how2sign_train.csv,9885
HELP,28,"So yeah, do that, go rent it because residuals also help us actors and anything you can do to help me, I'd appreciate it.",validation,DfnHNkTE7mE_28,DfnHNkTE7mE_28-5-rgb_front,DfnHNkTE7mE,DfnHNkTE7mE-5-rgb_front,134.57,139.35,help me,best_beginner_test_validation.csv,67
HELP,28,"CINDY MASTRY: In this clip, Faith is going to help me demonstrate a really great way to release tension and stretch your shoulders using the strap.",train,aibMW4Xt7wA_0,aibMW4Xt7wA_0-4-rgb_front,aibMW4Xt7wA,aibMW4Xt7wA-4-rgb_front,0.23,7.1,help me,how2sign_train.csv,25897
HELP,28,"CINDY MASTRY: In this clip, Faith is going to help me demonstrate how you can take the standing split bow variation of the standing split to an even more advance pose.",train,13X0vEMNm7M_0,13X0vEMNm7M_0-5-rgb_front,13X0vEMNm7M,13X0vEMNm7M-5-rgb_front,0.2,10.41,help me,how2sign_train.csv,6716
NEED,107,You may ask why do you need direct quotations.,train,-f7htdZ3Kk0_7,-f7htdZ3Kk0_7-5-rgb_front,-f7htdZ3Kk0,-f7htdZ3Kk0-5-rgb_front,38.12,41.37,do you need | need,how2sign_train.csv,2061
NEED,103,I need a savior.,train,FSfYt1I8xq0_6,FSfYt1I8xq0_6-3-rgb_front,FSfYt1I8xq0,FSfYt1I8xq0-3-rgb_front,23.99,25.05,i need | need,how2sign_train.csv,24372
NEED,103,"Al least, I need to.",train,1mcmnmxg64U_19,1mcmnmxg64U_19-8-rgb_front,1mcmnmxg64U,1mcmnmxg64U-8-rgb_front,75.85,76.86,i need | need,how2sign_train.csv,13340
NEED,95,"So, I know that's perfectly where I need it.",train,4MXwmQ7Ht6E_21,4MXwmQ7Ht6E_21-8-rgb_front,4MXwmQ7Ht6E,4MXwmQ7Ht6E-8-rgb_front,79.02,80.97,i need | need,how2sign_train.csv,18346
NEED,95,I cut it up to the length that I need.,train,3rW6wKS5nTU_6,3rW6wKS5nTU_6-5-rgb_front,3rW6wKS5nTU,3rW6wKS5nTU-5-rgb_front,49.32,52.45,i need | need,how2sign_train.csv,17425
NEED,93,I need two cups of corn meal.,train,23GbjIU50qw_15,23GbjIU50qw_15-8-rgb_front,23GbjIU50qw,23GbjIU50qw-8-rgb_front,62.31,65.0,i need | need,how2sign_train.csv,15135
NEED,93,And I need to turn this one eighty.,train,1bziHM2QeX8_8,1bziHM2QeX8_8-8-rgb_front,1bziHM2QeX8,1bziHM2QeX8-8-rgb_front,45.24,47.81,i need | need,how2sign_train.csv,11547
NEED,93,I need three squares of the so saffron.,train,072DGdBjfkQ_9,072DGdBjfkQ_9-5-rgb_front,072DGdBjfkQ,072DGdBjfkQ-5-rgb_front,40.69,44.03,i need | need,how2sign_train.csv,3279
NEED,93,"This game is called ""I need a savior.""",train,FSfYt1I8xq0_2,FSfYt1I8xq0_2-3-rgb_front,FSfYt1I8xq0,FSfYt1I8xq0-3-rgb_front,2.44,6.1,i need | need,how2sign_train.csv,24368
NEED,93,Actually I need to look at this so let's see.,train,1YnA7Iv3oJ8_14,1YnA7Iv3oJ8_14-8-rgb_front,1YnA7Iv3oJ8,1YnA7Iv3oJ8-8-rgb_front,92.38,94.35,i need | need,how2sign_train.csv,11030
NEED,87,Do you need long hair or do you need short hair.,test,g3V0BsmDUgY_9,g3V0BsmDUgY_9-3-rgb_front,g3V0BsmDUgY,g3V0BsmDUgY-3-rgb_front,53.8,56.56,do you need | need,how2sign_test.csv,2235
NEED,85,"If you don't mind, I need to make a phone call.",train,C7IMvM4BwI8_21,C7IMvM4BwI8_21-8-rgb_front,C7IMvM4BwI8,C7IMvM4BwI8-8-rgb_front,71.97,73.98,i need | need,how2sign_train.csv,20467
NEED,85,Even reach my hand down into the hole if I need to.,train,bo3G_k9XSPY_12,bo3G_k9XSPY_12-8-rgb_front,bo3G_k9XSPY,bo3G_k9XSPY-8-rgb_front,61.16,63.54,i need | need,how2sign_train.csv,27333
NEED,85,Now you'd say why do I need a hood for my horse.,train,477ZE29Y6eU_5,477ZE29Y6eU_5-8-rgb_front,477ZE29Y6eU,477ZE29Y6eU-8-rgb_front,41.72,44.38,i need | need,how2sign_train.csv,17888
NEED,85,It ask me again if I need to be there in a specific time?,train,bnIoz-4U3xw_15,bnIoz-4U3xw_15-8-rgb_front,bnIoz-4U3xw,bnIoz-4U3xw-8-rgb_front,95.52,98.56,i need | need,how2sign_train.csv,27318
NEED,83,"As Daniel's coming in, I need to close the gap to him.",train,2uM9Vdo_uLQ_3,2uM9Vdo_uLQ_3-8-rgb_front,2uM9Vdo_uLQ,2uM9Vdo_uLQ-8-rgb_front,7.42,9.65,i need | need,how2sign_train.csv,16227
NEED,83,I need to go a little bit deeper and stay a little bit longer.,train,07EGkSiMsL0_9,07EGkSiMsL0_9-5-rgb_front,07EGkSiMsL0,07EGkSiMsL0-5-rgb_front,36.48,41.09,i need | need,how2sign_train.csv,3361
NEED,83,So the first thing I need to do is prepare the clay for the extruder.,train,-DQ1scNd-M8_3,-DQ1scNd-M8_3-8-rgb_front,-DQ1scNd-M8,-DQ1scNd-M8-8-rgb_front,20.53,24.87,i need | need,how2sign_train.csv,1162
NEED,82,"That's how you do it, I'm Russ Handler, and I need to make a phone call.",train,-9byTo0hUbM_9,-9byTo0hUbM_9-8-rgb_front,-9byTo0hUbM,-9byTo0hUbM-8-rgb_front,76.34,79.72,i need | need,how2sign_train.csv,718
NEED,80,It makes it a lot easier for me to see the images where I need them.,train,072DGdBjfkQ_13,072DGdBjfkQ_13-5-rgb_front,072DGdBjfkQ,072DGdBjfkQ-5-rgb_front,59.9,63.44,i need | need,how2sign_train.csv,3259
NEED,80,Now I'm noticing I need to hop a little bit forward to be able to reach this leg.,train,-bx5X9wxho4_6,-bx5X9wxho4_6-5-rgb_front,-bx5X9wxho4,-bx5X9wxho4-5-rgb_front,34.67,38.29,i need | need,how2sign_train.csv,1596
NEED,80,"I'm cooking a cup and a half of rice, so I need a cup and a half of boiling water.",train,0Fdg59G2-SI_19,0Fdg59G2-SI_19-2-rgb_front,0Fdg59G2-SI,0Fdg59G2-SI-2-rgb_front,72.74,77.18,i need | need,how2sign_train.csv,4225
NEED,80,"So, what I need to do, in order to trim this, first you want to get the wheel head wet.",validation,DKJtnSrjIro_5,DKJtnSrjIro_5-5-rgb_front,DKJtnSrjIro,DKJtnSrjIro-5-rgb_front,16.83,21.71,i need | need,best_beginner_test_validation.csv,68
NEED,78,So it makes it real simple; the only number I need to know is three and seven eighths.,train,1h3mvQDZnBw_12,1h3mvQDZnBw_12-8-rgb_front,1h3mvQDZnBw,1h3mvQDZnBw-8-rgb_front,62.86,67.35,i need | need,how2sign_train.csv,12496
NEED,78,"Now, we're going to move this little bubble out of the way because I need to just wrap that underneath.",train,5agwuoxNssM_10,5agwuoxNssM_10-5-rgb_front,5agwuoxNssM,5agwuoxNssM-5-rgb_front,62.66,71.51,i need | need,how2sign_train.csv,19112
NEED,76,"So what I like to do is, if somebody's coming canoeing with me that ha, that is in a wheelchair, I always like to look at their wheelchair and ask them what is, what kind of cushioning support do you need?",train,2-JvO5SCsCc_5,2-JvO5SCsCc_5-8-rgb_front,2-JvO5SCsCc,2-JvO5SCsCc-8-rgb_front,40.86,52.65,do you need | need,how2sign_train.csv,14701
NEED,74,"Now what we do and probably what you should make sure your videographer does is, we usually wait for the photographer to finish shooting and then he or she will say, hey, do you need to get any shots here.",train,aHUC2fh-jfQ_17,aHUC2fh-jfQ_17-8-rgb_front,aHUC2fh-jfQ,aHUC2fh-jfQ-8-rgb_front,91.58,103.12,do you need | need,how2sign_train.csv,25466
NEED,73,"So, in this process I need to clip the hair off of her neck.",train,1D4N5VhBMmg_1,1D4N5VhBMmg_1-5-rgb_front,1D4N5VhBMmg,1D4N5VhBMmg-5-rgb_front,6.11,11.0,i need | need,how2sign_train.csv,8114
NEED,72,"Again, just look at their wheelchairs, and sort of assess what sort of cushioning and back support their need, and then also ask your participant, what kind of support do you need?",train,2-JvO5SCsCc_14,2-JvO5SCsCc_14-8-rgb_front,2-JvO5SCsCc,2-JvO5SCsCc-8-rgb_front,104.97,114.63,do you need | need,how2sign_train.csv,14695
NEED,72,"Like a bullet. I ask him the question, ""Does the dog come to you when you call him?"" He told me, ""Well, apart from all these other problems we're having with the dog, I need to my dog to come to me when I call him.""",train,cVgkQk7bIP4_15_16_17,cVgkQk7bIP4_15_16_17-5-rgb_front,cVgkQk7bIP4,cVgkQk7bIP4-5-rgb_front,59.09,68.66,i need | need,how2sign_train.csv,28267
NEED,70,"Now that I know the shape that I need to take I'm going to kind of embed this in my memory, in my brain, or if you need to remeasure as you go along that's fine.",train,cG6jFsMdpnw_16,cG6jFsMdpnw_16-8-rgb_front,cG6jFsMdpnw,cG6jFsMdpnw-8-rgb_front,98.76,106.23,i need | need,how2sign_train.csv,27969
NEED,70,"I need to say that, because they're just shapes for you to build on. I'm doing the most basic and elementary things that I can think of, that give my concept a way of establishing itself in your head, and then letting you build on that concept.",train,05snMPwCV98_2_3,05snMPwCV98_2_3-5-rgb_front,05snMPwCV98,05snMPwCV98-5-rgb_front,16.66,34.54,i need | need,how2sign_train.csv,3122
NEED,70,"A lot of times youâll meet people who say they sell real estate and theyâre Real Estate Agents, but they may not be a Realtor, Iâm a Realtor and I belong to a Real Estate Association, and by being a Realtor I have to pay quite a bit of money every year to belong to that association, but I get all the tools and the resources that I need to market your home properly.",train,BJ8iJ9ps2NY_4,BJ8iJ9ps2NY_4-8-rgb_front,BJ8iJ9ps2NY,BJ8iJ9ps2NY-8-rgb_front,23.75,44.01,i need | need,how2sign_train.csv,19611
NEED,68,"So, I have put a dollop of the ink onto my pallet and in order to make the sheet of ink that I need, I'm just going to kiss a little bit of that ink with this brayer so that I can make a nice even sheet of ink for my block of wood.",train,1wa2jHu3Jj4_8,1wa2jHu3Jj4_8-8-rgb_front,1wa2jHu3Jj4,1wa2jHu3Jj4-8-rgb_front,60.82,85.89,i need | need,how2sign_train.csv,14425
NEED,66,"So, in order to, you know, really assure that and make sure, you know, that it's absolutely up to par every time I need it to be, I keep absolutely perfect care of my kites.",train,f6SJe6s7FBQ_9,f6SJe6s7FBQ_9-8-rgb_front,f6SJe6s7FBQ,f6SJe6s7FBQ-8-rgb_front,54.73,64.68,i need | need,how2sign_train.csv,30686
NEED,66,"So if you do buy just the cheaper material, practice into it, and then once you figure out, ""Okay, well, I need to alter it this way,"" you can go back to your pattern and alter it.",train,1GlHmFJA0LQ_22,1GlHmFJA0LQ_22-8-rgb_front,1GlHmFJA0LQ,1GlHmFJA0LQ-8-rgb_front,135.62,146.04,i need | need,how2sign_train.csv,8755
NEED,66,"And so one of the things that I like to do is to keep an area in my new place, where I keep things that I'm going to give away or that I need to return to people.",train,bVR-LN22vWk_2,bVR-LN22vWk_2-8-rgb_front,bVR-LN22vWk,bVR-LN22vWk-8-rgb_front,12.55,24.16,i need | need,how2sign_train.csv,26903
NEED,66,"Okay, so now that I have this pressed down, I'm going to go ahead and flip these pants back out, because I need to see that excess fabric, so I can determine where I'm going to cut it off.",validation,CzkLI34HFIg_10,CzkLI34HFIg_10-5-rgb_front,CzkLI34HFIg,CzkLI34HFIg-5-rgb_front,62.54,74.76,i need | need,best_beginner_test_validation.csv,73
NEED,64,And she told me I need this to hang in my husbands office and you know how much of a cowboy he is.,train,c_M23pD7JHc_4,c_M23pD7JHc_4-5-rgb_front,c_M23pD7JHc,c_M23pD7JHc-5-rgb_front,28.31,33.72,i need | need,how2sign_train.csv,28359
NEED,64,"And what I want to do, I want to capture him, I got a little smudge so I need to stamp one more time.",train,072DGdBjfkQ_16,072DGdBjfkQ_16-5-rgb_front,072DGdBjfkQ,072DGdBjfkQ-5-rgb_front,70.9,76.57,i need | need,how2sign_train.csv,3262
NEED,64,"Yeah Larry, we could do that for you my man, but if you don't mind; right now I need to call New Zealand, later.",train,C7IMvM4BwI8_0,C7IMvM4BwI8_0-8-rgb_front,C7IMvM4BwI8,C7IMvM4BwI8-8-rgb_front,0.2,4.69,i need | need,how2sign_train.csv,20462
NEED,64,"Now when you get that fish up towards the hole, what I like to do is just kneel down a little bit so I can help to guide it up if I need to.",train,bo3G_k9XSPY_11,bo3G_k9XSPY_11-8-rgb_front,bo3G_k9XSPY,bo3G_k9XSPY-8-rgb_front,49.78,59.98,i need | need,how2sign_train.csv,27332
NEED,64,"And what that means is I have--I can get up there early and I get on an EMC list and after all the Equity people who've come have auditioned, then I need get to go.",train,1UAQ4pUqRwo_6,1UAQ4pUqRwo_6-3-rgb_front,1UAQ4pUqRwo,1UAQ4pUqRwo-3-rgb_front,40.78,49.39,i need | need,how2sign_train.csv,10352
NEED,64,"So you put it back on the wheel, now you see it looks wobbly that is because the bat pin hole in my bat are not perfectly symmetrical so I need to spin this around 180 degrees.",train,aewpNjI88kw_7,aewpNjI88kw_7-5-rgb_front,aewpNjI88kw,aewpNjI88kw-5-rgb_front,40.88,54.97,i need | need,how2sign_train.csv,25836
NEED,64,"That should all be included in the contract so that you're not coming back later after your wedding day saying hey I need this, this and this and he's saying no you can't do that or no I won't do that.",train,1dpRaxOTfZs_14,1dpRaxOTfZs_14-8-rgb_front,1dpRaxOTfZs,1dpRaxOTfZs-8-rgb_front,73.53,82.04,i need | need,how2sign_train.csv,11883
NEED,64,"They seem to last a little better, but I really like the smoothness of the natural sponges, plus this angle I can get, sometimes I'll even cut my sponges actually just to get that edge that I need for certain shapes.",train,-Aiz9jYxt4g_8,-Aiz9jYxt4g_8-8-rgb_front,-Aiz9jYxt4g,-Aiz9jYxt4g-8-rgb_front,50.26,62.67,i need | need,how2sign_train.csv,863
NEED,64,"So I'll place them on the shelves, put my things in them, and then I can just pull them out as I need it, but they help keep things contained, I can separate different kinds of supplies, different projects in each basket so it can all be contained in one space.",train,1_VJ7epZJAg_4,1_VJ7epZJAg_4-8-rgb_front,1_VJ7epZJAg,1_VJ7epZJAg-8-rgb_front,48.68,71.26,i need | need,how2sign_train.csv,11213
NEED,64,"It talks a little bit about how to set up a post office drop, you can actually mail yourself some stuff, go to a local trail town's post office and come in and say, ""Hi, I'm so and so, I need to pick up a package for a thru-hiker,"" and they'll hand it to you.",train,-FmyGR0GA_E_7,-FmyGR0GA_E_7-8-rgb_front,-FmyGR0GA_E,-FmyGR0GA_E-8-rgb_front,54.06,73.81,i need | need,how2sign_train.csv,1336
NEED,62,So I need to get a little bit in here and I'm just going to get the top of my chick.,train,072DGdBjfkQ_24,072DGdBjfkQ_24-5-rgb_front,072DGdBjfkQ,072DGdBjfkQ-5-rgb_front,102.01,110.85,i need | need,how2sign_train.csv,3270
NEED,62,I use my kite everyday it's windy and I need to make sure that these kites are always in proper working order.,train,f6SJe6s7FBQ_8,f6SJe6s7FBQ_8-8-rgb_front,f6SJe6s7FBQ,f6SJe6s7FBQ-8-rgb_front,48.26,54.27,i need | need,how2sign_train.csv,30685
GOODBYE,71,I'll see you there.,train,eJyZBuKIkk8_19,eJyZBuKIkk8_19-1-rgb_front,eJyZBuKIkk8,eJyZBuKIkk8-1-rgb_front,111.59,111.79,see you,how2sign_train.csv,30021
GOODBYE,71,I'll see you in that segment.,train,3TmrgNyRYqw_13,3TmrgNyRYqw_13-5-rgb_front,3TmrgNyRYqw,3TmrgNyRYqw-5-rgb_front,112.52,113.49,see you,how2sign_train.csv,16958
GOODBYE,71,See you in the next step.,train,Cu1rDgWOZ9w_15,Cu1rDgWOZ9w_15-8-rgb_front,Cu1rDgWOZ9w,Cu1rDgWOZ9w-8-rgb_front,76.66,77.5,see you,how2sign_train.csv,21369
GOODBYE,66,See you soon.,train,1El9Lb_fT68_21,1El9Lb_fT68_21-5-rgb_front,1El9Lb_fT68,1El9Lb_fT68-5-rgb_front,129.79,130.29,see you,how2sign_train.csv,8568
GOODBYE,66,See you soon.,train,1W4YokNwUtY_16,1W4YokNwUtY_16-5-rgb_front,1W4YokNwUtY,1W4YokNwUtY-5-rgb_front,90.65,91.3,see you,how2sign_train.csv,10732
GOODBYE,66,See you soon.,train,CyLfNgMZmc0_14,CyLfNgMZmc0_14-8-rgb_front,CyLfNgMZmc0,CyLfNgMZmc0-8-rgb_front,112.74,113.4,see you,how2sign_train.csv,21428
GOODBYE,66,See you then.,train,-1fUFbij2s0_37,-1fUFbij2s0_37-5-rgb_front,-1fUFbij2s0,-1fUFbij2s0-5-rgb_front,193.47,193.75,see you,how2sign_train.csv,300
GOODBYE,61,See you just go the other way.,train,1K3GSPm6AKQ_6,1K3GSPm6AKQ_6-5-rgb_front,1K3GSPm6AKQ,1K3GSPm6AKQ-5-rgb_front,30.86,31.96,see you,how2sign_train.csv,9040
GOODBYE,61,Stay safe and we'll see you next time.,train,e5SqBxoPVzw_7,e5SqBxoPVzw_7-5-rgb_front,e5SqBxoPVzw,e5SqBxoPVzw-5-rgb_front,69.62,71.31,see you,how2sign_train.csv,29763
GOODBYE,61,"Stay safe, and we'll see you next time.",train,-3bw4dQEyF8_8,-3bw4dQEyF8_8-5-rgb_front,-3bw4dQEyF8,-3bw4dQEyF8-5-rgb_front,76.93,78.86,see you,how2sign_train.csv,342
